hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,1,19,2017,March,11,14,2,5,2,0,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,250,0,0,Transient,112,0,0
Resort Hotel,1,94,2017,March,11,14,2,7,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,55,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,44,0,0
Resort Hotel,1,194,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,50,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,0,Transient-Party,44,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,144,2017,March,11,14,4,14,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,440,0,0,Transient-Party,62,0,0
Resort Hotel,1,194,2017,March,11,14,4,14,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,0,50,Transient-Party,44,0,0
Resort Hotel,1,177,2017,March,11,14,0,5,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,1
Resort Hotel,1,159,2017,March,11,14,6,15,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,75,0,0,Transient,68,0,1
Resort Hotel,1,112,2017,March,11,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,477,0,Transient-Party,40,0,0
Resort Hotel,1,112,2017,March,11,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,477,0,Transient-Party,40,0,0
Resort Hotel,1,112,2017,March,11,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,477,0,Transient-Party,40,0,0
Resort Hotel,1,112,2017,March,11,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,477,0,Transient-Party,40,0,0
Resort Hotel,1,112,2017,March,11,15,0,3,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,477,0,Transient-Party,40,0,0
Resort Hotel,1,285,2017,March,11,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,56,0,0
Resort Hotel,1,211,2017,March,11,15,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,0
Resort Hotel,1,24,2017,March,11,15,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68,0,0
Resort Hotel,1,210,2017,March,11,15,1,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,E,F,1,No Deposit,250,0,0,Transient,48,0,2
Resort Hotel,1,232,2017,March,11,16,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,56,0,1
Resort Hotel,1,148,2017,March,11,16,1,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,42,0,1
Resort Hotel,1,10,2017,March,11,16,2,5,2,0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,250,0,0,Transient,142,0,0
Resort Hotel,1,139,2017,March,11,16,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,38,0,1
Resort Hotel,1,24,2017,March,11,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68,0,1
Resort Hotel,1,50,2017,March,11,17,0,2,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70,0,0
Resort Hotel,1,27,2017,March,11,17,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68,0,0
Resort Hotel,1,28,2017,March,11,17,1,2,2,2,0,BB,ROU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,105,0,0
Resort Hotel,1,134,2017,March,11,17,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,52,0,0
Resort Hotel,1,28,2017,March,11,17,1,2,2,2,0,BB,ROU,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,105,0,0
Resort Hotel,1,204,2017,March,11,18,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,0,0,Transient,82,0,1
Resort Hotel,1,30,2017,March,11,18,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,60,0,0
Resort Hotel,1,14,2017,March,11,18,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65,0,2
Resort Hotel,1,26,2017,March,11,18,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68,0,0
Resort Hotel,1,68,2017,March,11,18,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70,0,0
Resort Hotel,1,201,2017,March,11,18,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,38,0,2
Resort Hotel,1,115,2017,March,11,18,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,62,0,1
Resort Hotel,1,201,2017,March,11,18,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,38,0,2
Resort Hotel,1,282,2017,March,11,18,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,67,0,0
Resort Hotel,1,201,2017,March,11,18,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,0,0,Transient,38,0,2
Resort Hotel,1,205,2017,March,11,18,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,1
Resort Hotel,1,74,2017,March,11,18,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,468,0,0,Transient,80,0,0
Resort Hotel,1,309,2017,March,11,18,4,10,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85,0,0
Resort Hotel,1,283,2017,March,12,19,1,0,2,0,0,BB,CN,Direct,Direct,0,0,0,D,D,0,No Deposit,250,0,0,Transient,63,0,0
Resort Hotel,1,3,2017,March,12,19,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,20,0,Transient,35,0,0
Resort Hotel,1,320,2017,March,12,19,1,0,2,0,0,BB,MDV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,2
Resort Hotel,1,216,2017,March,12,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,147,0,0,Transient,30,0,0
Resort Hotel,1,96,2017,March,12,19,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,C,1,No Deposit,177,0,0,Transient-Party,34,0,0
Resort Hotel,1,12,2017,March,12,19,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,177,0,0,Transient-Party,34,0,0
Resort Hotel,1,6,2017,March,12,20,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,75,0,3
Resort Hotel,1,20,2017,March,12,22,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,66,0,0,Transient-Party,45,0,0
Resort Hotel,1,61,2017,March,12,22,0,3,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,70,0,0
Resort Hotel,1,98,2017,March,12,22,2,7,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,57,0,1
Resort Hotel,1,40,2017,March,12,23,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,100,0,1
Resort Hotel,1,123,2017,March,12,23,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,66,0,1
Resort Hotel,1,340,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,39,2017,March,12,24,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,80,0,1
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,340,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,340,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,340,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,16,2017,March,12,24,0,2,2,1,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,0,0,Transient,120,0,1
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,350,2017,March,12,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11,0,0,Transient,30,0,0
Resort Hotel,1,214,2017,March,12,24,2,5,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,0,0,Transient-Party,46,0,0
Resort Hotel,1,214,2017,March,12,24,3,7,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,273,0,0,Transient-Party,28,0,0
Resort Hotel,1,186,2017,March,12,24,3,7,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,0,0,Transient-Party,48,0,0
Resort Hotel,1,214,2017,March,12,24,3,7,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,0,0,Transient-Party,48,0,0
Resort Hotel,1,214,2017,March,12,24,3,7,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,273,0,0,Transient-Party,28,0,0
Resort Hotel,1,186,2017,March,12,24,3,7,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,0,0,Transient-Party,48,0,0
Resort Hotel,1,214,2017,March,12,24,2,5,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,273,0,0,Transient-Party,46,0,0
Resort Hotel,1,13,2017,March,12,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85,0,0
Resort Hotel,1,13,2017,March,12,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,85,0,0
Resort Hotel,1,226,2017,March,12,25,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient,34,0,0
Resort Hotel,1,226,2017,March,12,25,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,0,0,Transient,34,0,0
Resort Hotel,1,105,2017,March,12,25,2,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,56,0,2
Resort Hotel,1,120,2017,March,12,25,2,4,2,0,0,BB,ZAF,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,56,0,0
Resort Hotel,1,273,2017,March,12,25,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,0
Resort Hotel,1,273,2017,March,12,25,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,0
Resort Hotel,1,273,2017,March,12,25,2,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,38,0,0
Resort Hotel,1,102,2017,March,13,26,2,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,39,0,0
Resort Hotel,1,102,2017,March,13,26,2,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,39,0,0
Resort Hotel,1,102,2017,March,13,26,2,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,39,0,0
Resort Hotel,1,102,2017,March,13,26,2,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,39,0,0
Resort Hotel,1,102,2017,March,13,26,2,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,39,0,0
Resort Hotel,1,74,2017,March,13,26,2,3,2,2,0,BB,IRL,Online TA,TA/TO,0,0,0,G,G,6,No Deposit,240,0,0,Transient,96,0,1
Resort Hotel,1,11,2017,March,13,26,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314,0,0,Transient,45,0,0
Resort Hotel,1,182,2017,March,13,26,4,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,45,0,2
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,42,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,42,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,42,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495,0,0,Transient,42,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495,0,0,Transient,65,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,103,2017,March,13,27,1,1,2,0,0,BB,PRT,Groups,Corporate,0,0,0,E,E,0,Non Refund,495,0,0,Transient,73,0,0
Resort Hotel,1,6,2017,March,13,27,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,135,0,Transient,35,0,0
Resort Hotel,1,34,2017,March,13,27,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,68,0,0
Resort Hotel,1,21,2017,March,13,27,1,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,78,0,2
Resort Hotel,1,136,2017,March,13,27,1,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,45,0,2
Resort Hotel,1,176,2017,March,13,27,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,43,0,0
Resort Hotel,1,0,2017,March,13,28,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,65,0,0
Resort Hotel,1,54,2017,March,13,28,0,2,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,92,0,0
Resort Hotel,1,26,2017,March,13,28,0,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,436,0,0,Transient,30,0,0
Resort Hotel,1,180,2017,March,13,28,0,4,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,3,No Deposit,240,0,0,Transient,56,0,1
Resort Hotel,1,125,2017,March,13,28,0,4,1,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,37,0,1
Resort Hotel,1,63,2017,March,13,28,2,5,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,50,0,0
Resort Hotel,1,192,2017,March,13,28,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,0,0,Transient,47,0,0
Resort Hotel,1,60,2017,March,13,28,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,95,0,0,Transient,38,0,0
Resort Hotel,1,40,2017,March,13,28,2,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,65,0,0
